Prov Name,Province,District,Secteur,Cellule,Village,HH
East,Uburasirazuba,Bugesera,Ruhuha,Bihari,Nyagafunzo,156
East,Uburasirazuba,Bugesera,Ruhuha,Bihari,Rugarama,94
East,Uburasirazuba,Bugesera,Ruhuha,Bihari,RWANZUNGA,110
East,Uburasirazuba,Bugesera,Ruhuha,Gatanga,Butereri,124
East,Uburasirazuba,Bugesera,Ruhuha,Gatanga,Kayigi,147
East,Uburasirazuba,Bugesera,Ruhuha,Gatanga,Kibaza,129
East,Uburasirazuba,Bugesera,Ruhuha,Gatanga,Nyaburiba,94
East,Uburasirazuba,Bugesera,Ruhuha,Gatanga,Nyakagarama,135
East,Uburasirazuba,Bugesera,Ruhuha,Gatanga,Rwanika,132
East,Uburasirazuba,Bugesera,Ruhuha,Gikundamvura,Gikundamvura,115
East,Uburasirazuba,Bugesera,Ruhuha,Gikundamvura,Kanombe,135
East,Uburasirazuba,Bugesera,Ruhuha,Gikundamvura,Kazabagarura,130
East,Uburasirazuba,Bugesera,Ruhuha,Gikundamvura,Kiyovu,117
East,Uburasirazuba,Bugesera,Ruhuha,Gikundamvura,Rukurazo ,103
East,Uburasirazuba,Bugesera,Ruhuha,Gikundamvura,Rusenyi,92
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Gatare,96
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Gatovu,98
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Kagasera,145
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Kamweru,138
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Kibaza,66
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Kindama,117
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Rebero,153
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Ruramba,129
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Rutare,93
East,Uburasirazuba,Bugesera,Ruhuha,Kindama,Saruduha,153
East,Uburasirazuba,Bugesera,Ruhuha,Ruhuha,Kimikamba,130
East,Uburasirazuba,Bugesera,Ruhuha,Ruhuha,Mubano,104
East,Uburasirazuba,Bugesera,Ruhuha,Ruhuha,Nyabaranga,180
East,Uburasirazuba,Bugesera,Ruhuha,Ruhuha,Ruhuha I,130
East,Uburasirazuba,Bugesera,Ruhuha,Ruhuha,Ruhuha II,147
East,Uburasirazuba,Bugesera,Rweru,Batima,Agahonnyo,138
East,Uburasirazuba,Bugesera,Rweru,Batima,Batima,184
East,Uburasirazuba,Bugesera,Rweru,Batima,Gasororo,167
East,Uburasirazuba,Bugesera,Rweru,Batima,Gikoma,199
East,Uburasirazuba,Bugesera,Rweru,Batima,Ihara,106
East,Uburasirazuba,Bugesera,Rweru,Batima,Kamudusi,170
East,Uburasirazuba,Bugesera,Rweru,Batima,Mbuganzeri,133
East,Uburasirazuba,Bugesera,Rweru,Batima,Rubira,114
East,Uburasirazuba,Bugesera,Rweru,Batima,Ruhehe,165
East,Uburasirazuba,Bugesera,Rweru,Batima,Twinyange,110
East,Uburasirazuba,Bugesera,Rweru,Kintambwe,Gakindo,131
East,Uburasirazuba,Bugesera,Rweru,Kintambwe,Gasenyi,110
East,Uburasirazuba,Bugesera,Rweru,Kintambwe,Maburane,123
East,Uburasirazuba,Bugesera,Rweru,Kintambwe,Mugina,129
East,Uburasirazuba,Bugesera,Rweru,Kintambwe,Nyiragiseke,117
East,Uburasirazuba,Bugesera,Rweru,Kintambwe,Nyirakanemba,45
East,Uburasirazuba,Bugesera,Rweru,Kintambwe,Nyirarubomboza,110
East,Uburasirazuba,Bugesera,Rweru,Kintambwe,Nzangwa,127
East,Uburasirazuba,Bugesera,Rweru,Kintambwe,Ubukoroco,105
East,Uburasirazuba,Bugesera,Rweru,Mazane,Gasasa,52
East,Uburasirazuba,Bugesera,Rweru,Mazane,Rukira,15
East,Uburasirazuba,Bugesera,Rweru,Mazane,Rusenyi,75
East,Uburasirazuba,Bugesera,Rweru,Nemba,Kigina,178
East,Uburasirazuba,Bugesera,Rweru,Nemba,Kimpara,169
East,Uburasirazuba,Bugesera,Rweru,Nemba,Kimvubu,94
East,Uburasirazuba,Bugesera,Rweru,Nemba,Muyobora,129
East,Uburasirazuba,Bugesera,Rweru,Nemba,Nemba,183
East,Uburasirazuba,Bugesera,Rweru,Nemba,Nyakabingo,189
East,Uburasirazuba,Bugesera,Rweru,Nemba,Rutete,85
East,Uburasirazuba,Bugesera,Rweru,Nemba,Rwibinyogote,134
East,Uburasirazuba,Bugesera,Rweru,Nemba,Rwiminazi,195
East,Uburasirazuba,Bugesera,Rweru,Nkanga,Agashoro,128
East,Uburasirazuba,Bugesera,Rweru,Nkanga,Kivusha,122
East,Uburasirazuba,Bugesera,Rweru,Nkanga,Mujwiri,171
East,Uburasirazuba,Bugesera,Rweru,Nkanga,Mushyoroti,99
East,Uburasirazuba,Bugesera,Rweru,Nkanga,Nkanga,102
East,Uburasirazuba,Bugesera,Rweru,Nkanga,Ruzo,153
East,Uburasirazuba,Bugesera,Rweru,Sharita,Karizinge,52
East,Uburasirazuba,Bugesera,Rweru,Sharita,Sharita,102
East,Uburasirazuba,Bugesera,Shyara,Kabagugu,Kabagugu,177
East,Uburasirazuba,Bugesera,Shyara,Kabagugu,Kinteko,85
East,Uburasirazuba,Bugesera,Shyara,Kabagugu,Ngaruye,93
East,Uburasirazuba,Bugesera,Shyara,Kabagugu,Rwamanyoni,125
East,Uburasirazuba,Bugesera,Shyara,Kamabuye,Gakoni,132
East,Uburasirazuba,Bugesera,Shyara,Kamabuye,Nyabaguma,158
East,Uburasirazuba,Bugesera,Shyara,Kamabuye,Rubwirwa,105
East,Uburasirazuba,Bugesera,Shyara,Nziranziza,Gahosha,125
East,Uburasirazuba,Bugesera,Shyara,Nziranziza,Kagarama,154
East,Uburasirazuba,Bugesera,Shyara,Nziranziza,Nziranziza,128
East,Uburasirazuba,Bugesera,Shyara,Nziranziza,Ruli,107
East,Uburasirazuba,Bugesera,Shyara,Rebero,Gateko,185
East,Uburasirazuba,Bugesera,Shyara,Rebero,Nyamirama,102
East,Uburasirazuba,Bugesera,Shyara,Rebero,Rebero,95
East,Uburasirazuba,Bugesera,Shyara,Rebero,Rutebe,102
East,Uburasirazuba,Bugesera,Shyara,Rutare,Gaseke,138
East,Uburasirazuba,Bugesera,Shyara,Rutare,Kamweru,122
East,Uburasirazuba,Bugesera,Shyara,Rutare,Ruhanga,110
East,Uburasirazuba,Bugesera,Shyara,Rutare,Rutare,143
East,Uburasirazuba,Bugesera,Shyara,Rutare,Shyara,116
East,Uburasirazuba,Gatsibo,Gasange,Kigabiro,Kabuye,283
East,Uburasirazuba,Gatsibo,Gasange,Kigabiro,Kigabiro,236
East,Uburasirazuba,Gatsibo,Gasange,Kigabiro,Maya,208
East,Uburasirazuba,Gatsibo,Gasange,Kigabiro,Munini,278
East,Uburasirazuba,Gatsibo,Gasange,Kigabiro,Rugarama,159
East,Uburasirazuba,Gatsibo,Gasange,Kimana,Byahi,149
East,Uburasirazuba,Gatsibo,Gasange,Kimana,Kagarama,173
East,Uburasirazuba,Gatsibo,Gasange,Kimana,Kimana,140
East,Uburasirazuba,Gatsibo,Gasange,Kimana,Rugarama,117
East,Uburasirazuba,Gatsibo,Gasange,Teme,Buburankwi,173
East,Uburasirazuba,Gatsibo,Gasange,Teme,Giheta,230
East,Uburasirazuba,Gatsibo,Gasange,Teme,Kinunga,243
East,Uburasirazuba,Gatsibo,Gasange,Teme,Teme,246
East,Uburasirazuba,Gatsibo,Gasange,Viro,Gahara I,221
East,Uburasirazuba,Gatsibo,Gasange,Viro,Gahara II,193
East,Uburasirazuba,Gatsibo,Gasange,Viro,Kagogo,189
East,Uburasirazuba,Gatsibo,Gasange,Viro,Viro,200
East,Uburasirazuba,Gatsibo,Gatsibo,Gatsibo,Gatare,90
East,Uburasirazuba,Gatsibo,Gatsibo,Gatsibo,Gatsibo,30
East,Uburasirazuba,Gatsibo,Gatsibo,Gatsibo,Hanika I,107
East,Uburasirazuba,Gatsibo,Gatsibo,Gatsibo,Hanika II,50
East,Uburasirazuba,Gatsibo,Gatsibo,Gatsibo,Mukwiza,130
East,Uburasirazuba,Gatsibo,Gatsibo,Gatsibo,Nyakagarama,94
East,Uburasirazuba,Gatsibo,Gatsibo,Gatsibo,Nyamuduha,107
East,Uburasirazuba,Gatsibo,Gatsibo,Gatsibo,Nyarukoni,155
East,Uburasirazuba,Gatsibo,Gatsibo,Gatsibo,Rwimbogo,264
East,Uburasirazuba,Gatsibo,Gatsibo,Manishya,Manisha,103
East,Uburasirazuba,Gatsibo,Gatsibo,Manishya,Nyagahandagaza,113
East,Uburasirazuba,Gatsibo,Gatsibo,Manishya,Nyaruhanga,97
East,Uburasirazuba,Gatsibo,Gatsibo,Manishya,Nyarukoni,114
East,Uburasirazuba,Gatsibo,Gatsibo,Manishya,Rugarama,154
East,Uburasirazuba,Gatsibo,Gatsibo,Mugera,Kabuga,82
East,Uburasirazuba,Gatsibo,Gatsibo,Mugera,Kamasapfu,144
East,Uburasirazuba,Gatsibo,Gatsibo,Mugera,Karambo I,124
East,Uburasirazuba,Gatsibo,Gatsibo,Mugera,Kavumu,97
East,Uburasirazuba,Gatsibo,Gatsibo,Mugera,Kayisha,170
East,Uburasirazuba,Gatsibo,Gatsibo,Mugera,Kiraritsi,71
East,Uburasirazuba,Gatsibo,Gatsibo,Mugera,Mugera,161
East,Uburasirazuba,Gatsibo,Gatsibo,Mugera,Nyarukoni I,69
East,Uburasirazuba,Gatsibo,Gatsibo,Mugera,Rurama,139
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Agakenyeri,109
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Agakomeye,155
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Agatoma,104
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Gatungu,74
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Kabashenda,70
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Kaduha,111
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Kigarama,95
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Nyabiheke,109
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Nyamuduha,120
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Rucumbo,97
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Rutovu,94
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Ryabakame,94
East,Uburasirazuba,Gatsibo,Gatsibo,Nyabicwamba,Ryebare,132
East,Uburasirazuba,Gatsibo,Gatsibo,Nyagahanga,Gitega,113
East,Uburasirazuba,Gatsibo,Gatsibo,Nyagahanga,Karama,111
East,Uburasirazuba,Gatsibo,Gatsibo,Nyagahanga,Kizinga,132
East,Uburasirazuba,Gatsibo,Gatsibo,Nyagahanga,Mangarama,102
East,Uburasirazuba,Gatsibo,Gatsibo,Nyagahanga,Nyagahanga,243
East,Uburasirazuba,Gatsibo,Gatsibo,Nyagahanga,Nyakibande,117
East,Uburasirazuba,Gatsibo,Gatsibo,Nyagahanga,Rugarama,144
East,Uburasirazuba,Gatsibo,Gatsibo,Nyagahanga,Rusenge,90
East,Uburasirazuba,Gatsibo,Gitoki,Bukomane,Bukomane,174
East,Uburasirazuba,Gatsibo,Gitoki,Bukomane,Burembo,82
East,Uburasirazuba,Gatsibo,Gitoki,Bukomane,Gakiri,127
East,Uburasirazuba,Gatsibo,Gitoki,Bukomane,Kigomero,111
East,Uburasirazuba,Gatsibo,Gitoki,Bukomane,Ngaju,130
East,Uburasirazuba,Gatsibo,Gitoki,Bukomane,Rurema,76
East,Uburasirazuba,Gatsibo,Gitoki,Bukomane,Rwagitima,93
East,Uburasirazuba,Gatsibo,Gitoki,Bukomane,Ryarukaza,92
East,Uburasirazuba,Gatsibo,Gitoki,Cyabusheshe,Binunga,64
East,Uburasirazuba,Gatsibo,Gitoki,Cyabusheshe,Cyabusheshe,127
East,Uburasirazuba,Gatsibo,Gitoki,Cyabusheshe,Cyoto,142
East,Uburasirazuba,Gatsibo,Gitoki,Cyabusheshe,Kigabiro,145
East,Uburasirazuba,Gatsibo,Gitoki,Cyabusheshe,Kivuba,137
East,Uburasirazuba,Gatsibo,Gitoki,Cyabusheshe,Nyarunazi,94
East,Uburasirazuba,Gatsibo,Gitoki,Cyabusheshe,Rushashi,117
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Gisharara ,97
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Isangano,117
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Kagugu,152
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Kamuhenda,130
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Karubungo,90
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Kinyange,138
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Nyagacyamo,120
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Nyarugarama,95
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Rugarama,136
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Rwamuhinga,57
East,Uburasirazuba,Gatsibo,Gitoki,Karubungo,Sata,152
East,Uburasirazuba,Gatsibo,Gitoki,Mpondwa,Akibiraro,100
East,Uburasirazuba,Gatsibo,Gitoki,Mpondwa,Akuruganda,97
East,Uburasirazuba,Gatsibo,Gitoki,Mpondwa,Bukira,105
East,Uburasirazuba,Gatsibo,Gitoki,Mpondwa,Bwiza,102
East,Uburasirazuba,Gatsibo,Gitoki,Mpondwa,Gahama,103
East,Uburasirazuba,Gatsibo,Gitoki,Mpondwa,Nyakabungo,93
East,Uburasirazuba,Gatsibo,Gitoki,Mpondwa,Nyaruhanga,103
East,Uburasirazuba,Gatsibo,Gitoki,Mpondwa,Ryabugenge,113
East,Uburasirazuba,Gatsibo,Gitoki,Mpondwa,Tsima,62
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Gahabo,110
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Kagarama,110
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Kinteko,124
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Kwishaba,165
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Minago,107
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Mwanama,103
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Nyabikenke,96
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Nyamuraza,79
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Nyarukombe,101
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Rukiri,115
East,Uburasirazuba,Gatsibo,Gitoki,Nyamirama,Rwinsanga,64
East,Uburasirazuba,Gatsibo,Gitoki,Rubira,Gakiri,92
East,Uburasirazuba,Gatsibo,Gitoki,Rubira,Gikuyu,89
East,Uburasirazuba,Gatsibo,Gitoki,Rubira,Kavumu,90
East,Uburasirazuba,Gatsibo,Gitoki,Rubira,Nyakabota,132
East,Uburasirazuba,Gatsibo,Gitoki,Rubira,Nyakagarama,51
East,Uburasirazuba,Gatsibo,Gitoki,Rubira,Nyamengo,87
East,Uburasirazuba,Gatsibo,Gitoki,Rubira,Rugarama,65
East,Uburasirazuba,Gatsibo,Gitoki,Rubira,Rurehe,70
East,Uburasirazuba,Gatsibo,Gitoki,Rubira,Rwintama,178
East,Uburasirazuba,Gatsibo,Kabarore,Kabarore,Bihinga,354
East,Uburasirazuba,Gatsibo,Kabarore,Kabarore,Kabarore I,305
East,Uburasirazuba,Gatsibo,Kabarore,Kabarore,Kabaroreii,135
East,Uburasirazuba,Gatsibo,Kabarore,Kabarore,Kabingo,258
East,Uburasirazuba,Gatsibo,Kabarore,Kabeza,Gatoki,447
East,Uburasirazuba,Gatsibo,Kabarore,Kabeza,Kabeza,158
East,Uburasirazuba,Gatsibo,Kabarore,Kabeza,Mishenyi,228
East,Uburasirazuba,Gatsibo,Kabarore,Kabeza,Ryanjeru,121
East,Uburasirazuba,Gatsibo,Kabarore,Karenge,Karenge,421
East,Uburasirazuba,Gatsibo,Kabarore,Karenge,Mutarama,297
East,Uburasirazuba,Gatsibo,Kabarore,Karenge,Nyarubuye,426
East,Uburasirazuba,Gatsibo,Kabarore,Marimba,Kabare,116
East,Uburasirazuba,Gatsibo,Kabarore,Marimba,Kanteri,129
East,Uburasirazuba,Gatsibo,Kabarore,Marimba,Marimba,227
East,Uburasirazuba,Gatsibo,Kabarore,Marimba,Nyarwanya,96
East,Uburasirazuba,Gatsibo,Kabarore,Marimba,Rebero,307
East,Uburasirazuba,Gatsibo,Kabarore,Marimba,Rutenderi,492
East,Uburasirazuba,Gatsibo,Kabarore,Marimba,Rwimbogo,376
East,Uburasirazuba,Gatsibo,Kabarore,Nyabikiri,Kabeza,305
East,Uburasirazuba,Gatsibo,Kabarore,Nyabikiri,Ngarama,1155
East,Uburasirazuba,Gatsibo,Kabarore,Nyabikiri,Nyabikiri,516
East,Uburasirazuba,Gatsibo,Kabarore,Simbwa,Kibondo I,101
East,Uburasirazuba,Gatsibo,Kabarore,Simbwa,Kibondo II,219
East,Uburasirazuba,Gatsibo,Kabarore,Simbwa,Ruhuha,650
East,Uburasirazuba,Gatsibo,Kabarore,Simbwa,Simbwa,428
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Busetsa,152
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Cyabuhimbiri,129
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Cyatoko,96
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Gitebwe,96
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Kaninga,113
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Kayenzi,88
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Kivugiza,98
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Nyarubuye,160
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Nyarubuye,83
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Nyarusange,86
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Rugarama,155
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Rwikubo,90
East,Uburasirazuba,Gatsibo,Kageyo,Busetsa,Tsima,75
East,Uburasirazuba,Gatsibo,Kageyo,Gituza,Bugarama,96
East,Uburasirazuba,Gatsibo,Kageyo,Gituza,Gisiza,112
East,Uburasirazuba,Gatsibo,Kageyo,Gituza,Kabacuzi,94
East,Uburasirazuba,Gatsibo,Kageyo,Gituza,Kigara,102
East,Uburasirazuba,Gatsibo,Kageyo,Gituza,Mpama,165
East,Uburasirazuba,Gatsibo,Kageyo,Gituza,Nyakabare,100
East,Uburasirazuba,Gatsibo,Kageyo,Gituza,Rwabihumbi,100
East,Uburasirazuba,Gatsibo,Kageyo,Kintu,Gakeri,115
East,Uburasirazuba,Gatsibo,Kageyo,Kintu,Jabiro,132
East,Uburasirazuba,Gatsibo,Kageyo,Kintu,Kigando,155
East,Uburasirazuba,Gatsibo,Kageyo,Kintu,Kirara,132
East,Uburasirazuba,Gatsibo,Kageyo,Kintu,Nyakabungo,67
East,Uburasirazuba,Gatsibo,Kageyo,Kintu,Rutoma,140
East,Uburasirazuba,Gatsibo,Kageyo,Kintu,Ryabushogoro,112
East,Uburasirazuba,Gatsibo,Kageyo,Nyagisozi,Agatare,162
East,Uburasirazuba,Gatsibo,Kageyo,Nyagisozi,Kageyo,127
East,Uburasirazuba,Gatsibo,Kageyo,Nyagisozi,Kashango,150
East,Uburasirazuba,Gatsibo,Kageyo,Nyagisozi,Kinyana,166
East,Uburasirazuba,Gatsibo,Kageyo,Nyagisozi,Nyabukobero,127
East,Uburasirazuba,Gatsibo,Kageyo,Nyagisozi,Nyagisozi,161
East,Uburasirazuba,Gatsibo,Kageyo,Nyagisozi,Rukira,115
East,Uburasirazuba,Gatsibo,Kiramuruzi,Akabuga,Akagarama,113
East,Uburasirazuba,Gatsibo,Kiramuruzi,Akabuga,Akarambo,145
East,Uburasirazuba,Gatsibo,Kiramuruzi,Akabuga,Amataba,167
East,Uburasirazuba,Gatsibo,Kiramuruzi,Akabuga,Bushenyi,139
East,Uburasirazuba,Gatsibo,Kiramuruzi,Akabuga,Businde,177
East,Uburasirazuba,Gatsibo,Kiramuruzi,Akabuga,Kiramuruzi,277
East,Uburasirazuba,Gatsibo,Kiramuruzi,Akabuga,Kiyogori,129
East,Uburasirazuba,Gatsibo,Kiramuruzi,Akabuga,Nduba,136
East,Uburasirazuba,Gatsibo,Kiramuruzi,Akabuga,Ubuhoro,131
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Akabingo,177
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Akamasine,165
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Akurusizi,110
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Bwunyu,111
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Gatugunda,112
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Gipangu,98
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Kayita,169
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Nyakagarama,145
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Nyamarebe,110
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Rwagashyaba,83
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakenke,Umurehe,158
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakoni,Karuhura,201
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakoni,Kiyovu,125
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakoni,Kumana,95
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakoni,Kumunini,138
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakoni,Kumwiga,171
East,Uburasirazuba,Gatsibo,Kiramuruzi,Gakoni,Rwajembe,84
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Akabare,143
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Akabuga,158
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Akantunga,113
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Bushenyi,130
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Gahoko,109
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Gasave,141
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Gitunginka,139
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Itaba,162
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Karaba,142
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Maya,35
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Nyagasambu,170
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Nyagashenyi,135
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Nyarusambu,163
East,Uburasirazuba,Gatsibo,Kiramuruzi,Nyabisindu,Rugenge,97
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Agatovu,143
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Akabingo,103
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Akingondo,120
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Bishenyi,108
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Bwiza,141
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Isangano,149
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Ishanti,122
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Munanira,194
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Muringa,73
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Nyungwe,87
East,Uburasirazuba,Gatsibo,Kiziguro,Agakomeye,Ubutatu,154
East,Uburasirazuba,Gatsibo,Kiziguro,Mbogo,Akabuye,153
East,Uburasirazuba,Gatsibo,Kiziguro,Mbogo,Akavumu,148
East,Uburasirazuba,Gatsibo,Kiziguro,Mbogo,Nyakabungo,112
East,Uburasirazuba,Gatsibo,Kiziguro,Mbogo,Nyakagarama,125
East,Uburasirazuba,Gatsibo,Kiziguro,Mbogo,Rebero,51
East,Uburasirazuba,Gatsibo,Kiziguro,Mbogo,Ryabihura,135
East,Uburasirazuba,Gatsibo,Kiziguro,Mbogo,Ryamuhuzi,140
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Akabagendo,71
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Akamamesa,129
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Akarambo,80
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Bidudu,171
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Gakunyu,80
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Gihinga,58
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Gorora,143
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Kabukungu,82
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Kanyonyomba,51
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Kigarama,141
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Kinunga,69
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Mataba,96
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Mishunzi,106
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Murehe,73
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Nyagashenyi,116
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Rubungo,109
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Rukungu,60
East,Uburasirazuba,Gatsibo,Kiziguro,Ndatemwa,Ryarugema,36
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Agatare,65
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Akagarama,87
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Amarende,52
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Bwiza,74
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Cyarutabira,98
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Ihema,61
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Iramba,94
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Kigabiro,85
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Kigoroba,65
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Kinimba,110
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Nyagasambu,97
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Nyarurembo,74
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Rubaya,92
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Rubira,169
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Ryakabucye,93
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Ryanyiranyana,82
East,Uburasirazuba,Gatsibo,Kiziguro,Rubona,Tubindi,97
East,Uburasirazuba,Gatsibo,Muhura,Bibare,Agasaro,53
